-0.500000 -0.500000 0.020112 1.000000 
-0.490000 -0.500000 0.038832 1.000000 
-0.480000 -0.500000 0.064297 1.000000 
-0.470000 -0.500000 0.074245 1.000000 
-0.460000 -0.500000 0.077896 1.000000 
-0.450000 -0.500000 0.081218 1.000000 
-0.440000 -0.500000 0.083021 1.000000 
-0.430000 -0.500000 0.081898 1.000000 
-0.420000 -0.500000 0.079184 1.000000 
-0.410000 -0.500000 0.076338 1.000000 
-0.400000 -0.500000 0.074219 1.000000 
-0.390000 -0.500000 0.072750 1.000000 
-0.380000 -0.500000 0.071653 1.000000 
-0.370000 -0.500000 0.070598 1.000000 
-0.360000 -0.500000 0.069348 1.000000 
-0.350000 -0.500000 0.067870 1.000000 
-0.340000 -0.500000 0.066217 1.000000 
-0.330000 -0.500000 0.064471 1.000000 
-0.320000 -0.500000 0.062728 1.000000 
-0.310000 -0.500000 0.061033 1.000000 
-0.300000 -0.500000 0.059418 1.000000 
-0.290000 -0.500000 0.057902 1.000000 
-0.280000 -0.500000 0.056485 1.000000 
-0.270000 -0.500000 0.055171 1.000000 
-0.260000 -0.500000 0.053980 1.000000 
-0.250000 -0.500000 0.052895 1.000000 
-0.240000 -0.500000 0.051902 1.000000 
-0.230000 -0.500000 0.050983 1.000000 
-0.220000 -0.500000 0.050119 1.000000 
-0.210000 -0.500000 0.049285 1.000000 
-0.200000 -0.500000 0.048469 1.000000 
-0.190000 -0.500000 0.047669 1.000000 
-0.180000 -0.500000 0.046885 1.000000 
-0.170000 -0.500000 0.046121 1.000000 
-0.160000 -0.500000 0.045381 1.000000 
-0.150000 -0.500000 0.044680 1.000000 
-0.140000 -0.500000 0.044020 1.000000 
-0.130000 -0.500000 0.043410 1.000000 
-0.120000 -0.500000 0.042861 1.000000 
-0.110000 -0.500000 0.042378 1.000000 
-0.100000 -0.500000 0.041953 1.000000 
-0.090000 -0.500000 0.041586 1.000000 
-0.080000 -0.500000 0.041286 1.000000 
-0.070000 -0.500000 0.041048 1.000000 
-0.060000 -0.500000 0.040872 1.000000 
-0.050000 -0.500000 0.040762 1.000000 
-0.040000 -0.500000 0.040719 1.000000 
-0.030000 -0.500000 0.040736 1.000000 
-0.020000 -0.500000 0.040813 1.000000 
-0.010000 -0.500000 0.040955 1.000000 
0.000000 -0.500000 0.041157 1.000000 
0.010000 -0.500000 0.041414 1.000000 
0.020000 -0.500000 0.041726 1.000000 
0.030000 -0.500000 0.042094 1.000000 
0.040000 -0.500000 0.042507 1.000000 
0.050000 -0.500000 0.042963 1.000000 
0.060000 -0.500000 0.043459 1.000000 
0.070000 -0.500000 0.043987 1.000000 
0.080000 -0.500000 0.044536 1.000000 
0.090000 -0.500000 0.045096 1.000000 
0.100000 -0.500000 0.045662 1.000000 
0.110000 -0.500000 0.046234 1.000000 
0.120000 -0.500000 0.046815 1.000000 
0.130000 -0.500000 0.047410 1.000000 
0.140000 -0.500000 0.048023 1.000000 
0.150000 -0.500000 0.048657 1.000000 
0.160000 -0.500000 0.049315 1.000000 
0.170000 -0.500000 0.050007 1.000000 
0.180000 -0.500000 0.050731 1.000000 
0.190000 -0.500000 0.051491 1.000000 
0.200000 -0.500000 0.052291 1.000000 
0.210000 -0.500000 0.053140 1.000000 
0.220000 -0.500000 0.054039 1.000000 
0.230000 -0.500000 0.054996 1.000000 
0.240000 -0.500000 0.056029 1.000000 
0.250000 -0.500000 0.057143 1.000000 
0.260000 -0.500000 0.058340 1.000000 
0.270000 -0.500000 0.059622 1.000000 
0.280000 -0.500000 0.060974 1.000000 
0.290000 -0.500000 0.062349 1.000000 
0.300000 -0.500000 0.063699 1.000000 
0.310000 -0.500000 0.064953 1.000000 
0.320000 -0.500000 0.066067 1.000000 
0.330000 -0.500000 0.067036 1.000000 
0.340000 -0.500000 0.067884 1.000000 
0.350000 -0.500000 0.068671 1.000000 
0.360000 -0.500000 0.069490 1.000000 
0.370000 -0.500000 0.070404 1.000000 
0.380000 -0.500000 0.071451 1.000000 
0.390000 -0.500000 0.072584 1.000000 
0.400000 -0.500000 0.073635 1.000000 
0.410000 -0.500000 0.074319 1.000000 
0.420000 -0.500000 0.074082 1.000000 
0.430000 -0.500000 0.072793 1.000000 
0.440000 -0.500000 0.070623 1.000000 
0.450000 -0.500000 0.067806 1.000000 
0.460000 -0.500000 0.063642 1.000000 
0.470000 -0.500000 0.056139 1.000000 
0.480000 -0.500000 0.043013 1.000000 
0.490000 -0.500000 0.024992 1.000000 
0.500000 -0.500000 1000000000000000019884624838656.000000 1000000000000000019884624838656.000000 
-0.500000 -0.490000 0.020127 1.000000 
-0.490000 -0.490000 0.038942 1.000000 
-0.480000 -0.490000 0.064542 1.000000 
-0.470000 -0.490000 0.074691 1.000000 
-0.460000 -0.490000 0.078630 1.000000 
-0.450000 -0.490000 0.081836 1.000000 
-0.440000 -0.490000 0.082834 1.000000 
-0.430000 -0.490000 0.080742 1.000000 
-0.420000 -0.490000 0.077387 1.000000 
-0.410000 -0.490000 0.074343 1.000000 
-0.400000 -0.490000 0.072253 1.000000 
-0.390000 -0.490000 0.070624 1.000000 
-0.380000 -0.490000 0.068938 1.000000 
-0.370000 -0.490000 0.066801 1.000000 
-0.360000 -0.490000 0.064183 1.000000 
-0.350000 -0.490000 0.061318 1.000000 
-0.340000 -0.490000 0.058430 1.000000 
-0.330000 -0.490000 0.055708 1.000000 
-0.320000 -0.490000 0.053198 1.000000 
-0.310000 -0.490000 0.050903 1.000000 
-0.300000 -0.490000 0.048830 1.000000 
-0.290000 -0.490000 0.046987 1.000000 
-0.280000 -0.490000 0.045343 1.000000 
-0.270000 -0.490000 0.043872 1.000000 
-0.260000 -0.490000 0.042534 1.000000 
-0.250000 -0.490000 0.041239 1.000000 
-0.240000 -0.490000 0.039921 1.000000 
-0.230000 -0.490000 0.038537 1.000000 
-0.220000 -0.490000 0.037071 1.000000 
-0.210000 -0.490000 0.035559 1.000000 
-0.200000 -0.490000 0.034041 1.000000 
-0.190000 -0.490000 0.032574 1.000000 
-0.180000 -0.490000 0.031205 1.000000 
-0.170000 -0.490000 0.029961 1.000000 
-0.160000 -0.490000 0.028859 1.000000 
-0.150000 -0.490000 0.027924 1.000000 
-0.140000 -0.490000 0.027120 1.000000 
-0.130000 -0.490000 0.026430 1.000000 
-0.120000 -0.490000 0.025843 1.000000 
-0.110000 -0.490000 0.025338 1.000000 
-0.100000 -0.490000 0.024897 1.000000 
-0.090000 -0.490000 0.024514 1.000000 
-0.080000 -0.490000 0.024188 1.000000 
-0.070000 -0.490000 0.023901 1.000000 
-0.060000 -0.490000 0.023648 1.000000 
-0.050000 -0.490000 0.023430 1.000000 
-0.040000 -0.490000 0.023250 1.000000 
-0.030000 -0.490000 0.023105 1.000000 
-0.020000 -0.490000 0.023000 1.000000 
-0.010000 -0.490000 0.022945 1.000000 
0.000000 -0.490000 0.022942 1.000000 
0.010000 -0.490000 0.022997 1.000000 
0.020000 -0.490000 0.023122 1.000000 
0.030000 -0.490000 0.023334 1.000000 
0.040000 -0.490000 0.023632 1.000000 
0.050000 -0.490000 0.024024 1.000000 
0.060000 -0.490000 0.024523 1.000000 
0.070000 -0.490000 0.025128 1.000000 
0.080000 -0.490000 0.025828 1.000000 
0.090000 -0.490000 0.026618 1.000000 
0.100000 -0.490000 0.027496 1.000000 
0.110000 -0.490000 0.028427 1.000000 
0.120000 -0.490000 0.029393 1.000000 
0.130000 -0.490000 0.030377 1.000000 
0.140000 -0.490000 0.031366 1.000000 
0.150000 -0.490000 0.032351 1.000000 
0.160000 -0.490000 0.033333 1.000000 
0.170000 -0.490000 0.034316 1.000000 
0.180000 -0.490000 0.035307 1.000000 
0.190000 -0.490000 0.036312 1.000000 
0.200000 -0.490000 0.037339 1.000000 
0.210000 -0.490000 0.038393 1.000000 
0.220000 -0.490000 0.039471 1.000000 
0.230000 -0.490000 0.040578 1.000000 
0.240000 -0.490000 0.041731 1.000000 
0.250000 -0.490000 0.042951 1.000000 
0.260000 -0.490000 0.044275 1.000000 
0.270000 -0.490000 0.045762 1.000000 
0.280000 -0.490000 0.047492 1.000000 
0.290000 -0.490000 0.049474 1.000000 
0.300000 -0.490000 0.051699 1.000000 
0.310000 -0.490000 0.054114 1.000000 
0.320000 -0.490000 0.056566 1.000000 
0.330000 -0.490000 0.058905 1.000000 
0.340000 -0.490000 0.061010 1.000000 
0.350000 -0.490000 0.062798 1.000000 
0.360000 -0.490000 0.064373 1.000000 
0.370000 -0.490000 0.065857 1.000000 
0.380000 -0.490000 0.067392 1.000000 
0.390000 -0.490000 0.069057 1.000000 
0.400000 -0.490000 0.070768 1.000000 
0.410000 -0.490000 0.072265 1.000000 
0.420000 -0.490000 0.072941 1.000000 
0.430000 -0.490000 0.072468 1.000000 
0.440000 -0.490000 0.070826 1.000000 
0.450000 -0.490000 0.068158 1.000000 
0.460000 -0.490000 0.063915 1.000000 
0.470000 -0.490000 0.056334 1.000000 
0.480000 -0.490000 0.043152 1.000000 
0.490000 -0.490000 0.025040 1.000000 
0.500000 -0.490000 1000000000000000019884624838656.000000 1000000000000000019884624838656.000000 
-0.500000 -0.480000 0.020169 1.000000 
-0.490000 -0.480000 0.039263 1.000000 
-0.480000 -0.480000 0.065261 1.000000 
-0.470000 -0.480000 0.075933 1.000000 
-0.460000 -0.480000 0.080491 1.000000 
-0.450000 -0.480000 0.083171 1.000000 
-0.440000 -0.480000 0.082088 1.000000 
-0.430000 -0.480000 0.077917 1.000000 
-0.420000 -0.480000 0.073560 1.000000 
-0.410000 -0.480000 0.070527 1.000000 
-0.400000 -0.480000 0.068553 1.000000 
-0.390000 -0.480000 0.066264 1.000000 
-0.380000 -0.480000 0.062965 1.000000 
-0.370000 -0.480000 0.058653 1.000000 
